configuration,"instruction type: [1, 1]",traffic const: 0.25,4500.0 cars / hour
car id,turn type,lane,optimal travel time,actual travel time,delay
0,1,left,5.144838960784993,14.5,9.355161039215007
1,1,left,5.064186335691957,15.0,9.935813664308043
2,1,straight,5.512223153086603,14.4,8.887776846913397
3,1,left,5.528181215280305,17.3,11.771818784719695
4,1,straight,4.872661361744998,13.700000000000001,8.827338638255004
5,1,straight,5.323647205864118,15.0,9.676352794135882
6,1,straight,5.272938990978826,15.0,9.727061009021174
7,1,straight,4.868768898705305,13.4,8.531231101294695
8,1,straight,5.332211296760152,21.8,16.467788703239847
9,1,straight,4.919654653832561,20.400000000000002,15.480345346167441
10,1,left,4.891424103988761,13.600000000000001,8.70857589601124
11,1,left,4.897353632717138,20.3,15.402646367282863
12,1,straight,4.972330020742166,19.1,14.127669979257835
13,1,left,4.8414790247188995,23.200000000000003,18.358520975281102
14,1,straight,4.687228839192027,18.2,13.512771160807972
15,1,left,4.647601281975099,24.400000000000002,19.752398718024903
16,1,left,4.681134136611914,23.6,18.91886586338809
17,1,straight,4.703559125873912,27.700000000000003,22.99644087412609
18,1,left,4.685671043144569,18.2,13.51432895685543
19,1,straight,4.674612646317723,34.4,29.725387353682276
20,1,left,4.9676668814960925,33.0,28.032333118503907
21,1,straight,5.063249170361071,20.400000000000002,15.33675082963893
22,1,straight,4.67561277391363,37.0,32.32438722608637
23,1,straight,4.68591637168469,27.0,22.31408362831531
24,1,left,4.652924744159478,15.4,10.747075255840523
25,1,left,5.012522138186613,27.0,21.98747786181339
26,1,left,5.255142696533842,34.6,29.34485730346616
27,1,straight,5.142674250995018,33.4,28.25732574900498
28,1,left,5.393960578281378,41.400000000000006,36.006039421718626
29,1,straight,4.679833317419434,16.7,12.020166682580566
30,1,left,4.786645121835854,25.200000000000003,20.41335487816415
31,1,left,4.801007539034197,19.400000000000002,14.598992460965805
32,1,straight,5.147036575584871,39.900000000000006,34.752963424415135
33,1,straight,4.875004582678944,25.900000000000002,21.02499541732106
34,1,left,4.799840458613192,32.2,27.40015954138681
35,1,straight,5.1859880291957365,46.800000000000004,41.61401197080427
36,1,left,4.684138726104201,34.5,29.8158612738958
37,1,straight,4.734008507873856,40.800000000000004,36.065991492126145
38,1,straight,5.216152696713523,53.400000000000006,48.183847303286484
39,1,left,5.319987740062789,60.7,55.38001225993722
40,1,left,4.829504652267523,15.5,10.670495347732476
41,1,left,4.666846201784266,30.0,25.333153798215733
42,1,left,4.765295233861765,14.600000000000001,9.834704766138238
43,1,straight,4.806293907127392,16.900000000000002,12.09370609287261
44,1,straight,5.017279393767964,39.7,34.68272060623204
45,1,left,4.772259247658237,24.6,19.827740752341764
46,1,straight,4.803124096254381,31.0,26.19687590374562
47,1,straight,4.680837762285272,29.1,24.41916223771473
48,1,left,4.7565240816842955,38.7,33.943475918315706
49,1,straight,4.688444911912351,36.1,31.411555088087653
50,1,left,4.75762110798602,31.700000000000003,26.942378892013984
51,1,left,4.764005915975753,61.0,56.23599408402425
52,1,left,4.859793982000436,61.5,56.64020601799956
53,1,straight,4.863189058689,58.2,53.336810941311
54,1,straight,4.763861375220516,45.400000000000006,40.63613862477949
55,1,straight,4.824080395870274,38.300000000000004,33.47591960412973
56,1,straight,4.888750337085306,45.0,40.111249662914695
57,1,straight,5.07606747749155,51.400000000000006,46.32393252250846
58,1,straight,4.863190408664603,32.1,27.236809591335398
59,1,left,4.717717658480346,44.5,39.782282341519654
60,1,straight,4.945933237708505,51.900000000000006,46.954066762291504
61,1,left,4.749887462682015,51.400000000000006,46.650112537317995
62,1,straight,4.789071504587558,64.9,60.110928495412445
63,1,left,4.853974763519138,39.300000000000004,34.446025236480864
64,1,straight,4.829349341569726,57.5,52.670650658430276
65,1,left,4.794488408147497,69.60000000000001,64.80551159185251
66,1,straight,4.770535062328677,43.400000000000006,38.62946493767133
67,1,straight,4.877498306025836,64.60000000000001,59.72250169397417
68,1,straight,4.828484453731301,73.60000000000001,68.7715155462687
69,1,left,4.780166488268093,81.10000000000001,76.31983351173191
70,1,straight,6.874190315249142,82.2,75.32580968475087
71,1,left,4.810443445136226,58.5,53.68955655486377
72,1,left,5.017502946273244,79.80000000000001,74.78249705372677
73,1,straight,7.019451697007787,82.5,75.48054830299222
74,1,left,4.814671594747835,65.2,60.38532840525217
75,1,left,4.803044435346174,72.3,67.49695556465382
76,1,left,4.782063896745838,50.900000000000006,46.117936103254166
77,1,left,8.266095319289574,77.10000000000001,68.83390468071043
78,1,left,4.826692760057732,57.800000000000004,52.97330723994227
79,1,straight,4.750590234590918,50.5,45.749409765409084
80,1,left,4.758027318347277,57.800000000000004,53.04197268165273
81,1,straight,5.0306690162482965,78.60000000000001,73.56933098375171
82,1,straight,7.156556674267613,75.4,68.24344332573239
83,1,left,7.723522105579803,76.80000000000001,69.07647789442021
84,1,left,7.285062695432566,76.4,69.11493730456743
85,1,left,4.813356581125319,64.60000000000001,59.78664341887469
86,1,straight,7.237180992215461,75.3,68.06281900778454
87,1,left,6.828385922833304,75.7,68.8716140771667
88,1,straight,6.859951970271761,74.7,67.84004802972824
89,1,straight,7.0107410620349855,75.10000000000001,68.08925893796503
90,1,left,6.908663286973344,75.5,68.59133671302665
91,1,straight,7.6564031459334885,76.4,68.74359685406651
92,1,straight,4.889338550845818,71.0,66.11066144915418
93,1,straight,6.937905461522814,82.7,75.76209453847719
94,1,left,6.987655744615102,76.0,69.0123442553849
95,1,straight,6.781064094927195,82.0,75.21893590507281
96,1,left,7.105773956517663,76.10000000000001,68.99422604348234
97,1,straight,7.016515991215564,75.60000000000001,68.58348400878444
98,1,left,4.871733066963054,70.10000000000001,65.22826693303695
99,1,left,5.861836025832998,14.100000000000001,8.238163974167003
100,1,left,6.760653998249369,75.3,68.53934600175063
101,1,straight,5.116161926089809,16.5,11.38383807391019
102,1,left,6.777939957667531,75.4,68.62206004233248
103,1,straight,6.798891830497847,82.30000000000001,75.50110816950216
104,1,straight,5.08165579198556,23.400000000000002,18.31834420801444
105,1,straight,5.04824423980901,30.3,25.25175576019099
106,1,left,6.84558826670034,75.5,68.65441173329965
107,1,straight,5.031959475596506,37.4,32.36804052440349
108,1,left,6.846271450831871,75.7,68.85372854916812
109,1,left,6.762885777285451,82.60000000000001,75.83711422271456
110,1,left,6.778105204874603,82.60000000000001,75.8218947951254
111,1,straight,7.17356712164189,82.60000000000001,75.42643287835811
112,1,straight,6.969755034114739,75.2,68.23024496588526
113,1,straight,7.170183610125863,83.10000000000001,75.92981638987415
114,1,left,6.842084122152648,75.7,68.85791587784736
115,1,left,7.138361475274709,83.10000000000001,75.9616385247253
116,1,straight,7.636237116678838,76.2,68.56376288332116
117,1,straight,7.0760434254225855,75.5,68.42395657457742
118,1,left,6.930069720961023,75.60000000000001,68.66993027903898
119,1,left,4.670168835594824,30.0,25.329831164405178
120,1,straight,4.715531065007982,36.5,31.78446893499202
121,1,left,4.714488301080482,43.900000000000006,39.18551169891953
122,1,straight,4.760928636869691,50.5,45.73907136313031
123,1,straight,4.709329109975536,73.2,68.49067089002446
124,1,straight,6.867440259893964,75.4,68.53255974010604
125,1,straight,4.79673165891514,57.300000000000004,52.50326834108486
126,1,straight,6.778635174596347,74.9,68.12136482540366
127,1,straight,6.790895559087346,74.7,67.90910444091266
128,1,straight,7.320624046118094,75.60000000000001,68.27937595388191
129,1,left,7.699163665258794,76.7,69.00083633474121
130,1,left,4.828920854016061,64.60000000000001,59.77107914598395
131,1,straight,4.907324695155621,70.9,65.99267530484438
132,1,straight,7.638405279006191,76.10000000000001,68.46159472099382
133,1,straight,7.103265603086158,75.5,68.39673439691384
134,1,left,7.045144124560914,83.0,75.95485587543908
135,1,left,7.185646561902414,76.10000000000001,68.91435343809759
136,1,left,7.052161458919956,83.0,75.94783854108005
137,1,left,6.863604184259837,75.5,68.63639581574016
138,1,straight,7.163362465753601,75.5,68.33663753424639
139,1,straight,7.409085377531727,75.5,68.09091462246828
140,1,left,7.226887510544407,76.3,69.0731124894556
141,1,left,7.061430936391809,83.2,76.13856906360819
