configuration,"instruction type: [1, 1]",traffic const: 0.5,9000.0 cars / hour
car id,turn type,lane,optimal travel time,actual travel time,delay
0,1,straight,5.650612243530297,15.200000000000001,9.549387756469704
1,1,left,5.775966048858669,19.1,13.324033951141333
2,1,left,5.9692204347757025,25.700000000000003,19.7307795652243
3,1,left,5.776037618651635,15.700000000000001,9.923962381348366
4,1,straight,5.629653759302088,34.2,28.570346240697916
5,1,straight,5.272974633101998,41.5,36.227025366898005
6,1,left,5.144815124942359,16.400000000000002,11.255184875057644
7,1,straight,5.512320110362283,15.600000000000001,10.08767988963772
8,1,left,5.524014259102571,20.700000000000003,15.175985740897431
9,1,left,4.914236267439552,44.6,39.685763732560446
10,1,straight,5.172216503521086,26.900000000000002,21.727783496478917
11,1,straight,5.200506482002106,35.9,30.699493517997894
12,1,left,5.434212114563836,47.800000000000004,42.36578788543617
13,1,straight,5.3246086185187265,41.1,35.77539138148128
14,1,straight,4.868768898705305,19.200000000000003,14.331231101294698
15,1,straight,4.958291678709361,55.400000000000006,50.44170832129065
16,1,straight,4.886024276291099,28.1,23.213975723708902
17,1,left,4.790877340412743,32.2,27.40912265958726
18,1,left,4.790818195633645,18.6,13.809181804366357
19,1,straight,5.507966323031753,50.0,44.49203367696825
20,1,left,5.49923856514982,55.900000000000006,50.40076143485018
21,1,straight,5.158458660066359,31.400000000000002,26.241541339933644
22,1,straight,4.929508027625249,38.300000000000004,33.37049197237476
23,1,left,4.836347907194802,19.900000000000002,15.0636520928052
24,1,straight,4.949575668311584,47.900000000000006,42.950424331688424
25,1,straight,4.873256295571508,28.8,23.926743704428493
26,1,straight,5.67613795462094,55.300000000000004,49.62386204537906
27,1,straight,5.015066309657678,56.800000000000004,51.78493369034233
28,1,left,5.295067636511218,41.5,36.20493236348878
29,1,left,4.859765617606786,30.5,25.640234382393214
30,1,left,4.9371937276593005,39.400000000000006,34.46280627234071
31,1,left,4.71283620638221,47.800000000000004,43.08716379361779
32,1,straight,5.336568100328765,59.0,53.66343189967124
33,1,straight,5.080108094371707,60.5,55.41989190562829
34,1,left,5.345645644895079,63.900000000000006,58.55435435510493
35,1,left,5.3426458143618145,72.7,67.35735418563819
36,1,left,4.7218655666946665,57.1,52.378134433305334
37,1,left,4.945005060811112,63.0,58.05499493918889
38,1,left,4.652635457238591,65.60000000000001,60.94736454276142
39,1,left,5.907062460979347,67.10000000000001,61.19293753902066
40,1,straight,5.273053814537287,40.1,34.82694618546272
41,1,left,5.421724150563078,45.0,39.57827584943692
42,1,left,6.294831621483651,76.10000000000001,69.80516837851636
43,1,straight,4.736000471056713,79.5,74.76399952894329
44,1,straight,5.230828482555472,80.7,75.46917151744454
45,1,left,5.0490635358716105,67.10000000000001,62.0509364641284
46,1,straight,4.836686012616016,49.900000000000006,45.06331398738399
47,1,straight,4.7663573015293865,88.7,83.93364269847062
48,1,left,4.94223018534572,65.9,60.957769814654284
49,1,left,4.859818026711324,55.300000000000004,50.44018197328868
50,1,left,5.760278832986073,87.30000000000001,81.53972116701394
51,1,left,6.432984810687666,87.7,81.26701518931233
52,1,left,4.9372562811787635,64.3,59.362743718821235
53,1,straight,5.0608224615956345,74.4,69.33917753840437
54,1,left,7.026788215303457,88.0,80.97321178469655
55,1,straight,7.107822891096559,87.4,80.29217710890345
56,1,straight,5.1682405206129465,83.80000000000001,78.63175947938707
57,1,straight,7.046319587448468,87.4,80.35368041255154
58,1,left,5.0699918045807335,69.10000000000001,64.03000819541927
59,1,straight,4.690439261961958,76.2,71.50956073803805
60,1,straight,5.054901160824716,82.7,77.64509883917529
61,1,left,6.836610981766125,78.4,71.56338901823388
62,1,straight,7.148267151405553,87.60000000000001,80.45173284859446
63,1,straight,6.947136181995015,91.60000000000001,84.65286381800499
64,1,left,5.135201485735033,87.80000000000001,82.66479851426497
65,1,straight,7.189642731800927,91.9,84.71035726819908
66,1,straight,7.176281233293958,92.10000000000001,84.92371876670605
67,1,left,6.933331554209114,87.9,80.96666844579089
68,1,straight,7.172799774741279,92.4,85.22720022525873
69,1,left,7.220872116138736,88.5,81.27912788386126
70,1,straight,7.095228386072454,91.9,84.80477161392756
71,1,straight,6.866553019423585,82.10000000000001,75.23344698057642
72,1,straight,7.132739185181486,87.60000000000001,80.46726081481852
73,1,left,5.421614745637349,86.5,81.07838525436264
74,1,straight,7.02334307433767,82.4,75.37665692566233
75,1,left,6.964257578872038,88.0,81.03574242112796
76,1,straight,7.085644912203091,87.10000000000001,80.01435508779691
77,1,straight,7.1082449637587475,87.30000000000001,80.19175503624126
78,1,left,7.062082777924494,83.5,76.43791722207551
