configuration,"instruction type: [2, 2]",traffic const: 0.25,4500.0 cars / hour
car id,turn type,lane,optimal travel time,actual travel time,delay
0,2,straight,5.665747735089477,19.1,13.434252264910524
1,2,straight,4.803421971883321,12.0,7.196578028116679
2,2,straight,5.223581726199879,18.5,13.276418273800122
3,2,straight,5.102074521067891,16.6,11.49792547893211
4,1,straight,4.992713943536776,17.6,12.607286056463225
5,2,straight,4.6529985063374895,21.5,16.84700149366251
6,1,left,4.561204747450301,25.1,20.5387952525497
7,1,left,4.617957290251878,29.3,24.682042709748124
8,2,straight,4.78659046518278,16.2,11.41340953481722
9,1,left,4.671454987137287,17.7,13.028545012862711
10,2,straight,4.497130782370759,17.7,13.20286921762924
11,2,straight,4.576232673394414,21.5,16.923767326605585
12,2,straight,4.455247756505995,19.5,15.044752243494006
13,1,left,4.501882798469963,23.1,18.598117201530037
14,1,straight,4.466621807099648,23.200000000000003,18.733378192900354
15,2,straight,4.493721778504786,21.8,17.306278221495216
16,2,straight,4.461227367794145,12.0,7.538772632205855
17,1,left,4.443224109095958,12.600000000000001,8.156775890904044
18,2,straight,4.444547752118338,18.900000000000002,14.455452247881663
19,2,straight,4.455239808002481,15.100000000000001,10.64476019199752
20,1,left,4.402645194238691,15.5,11.09735480576131
21,1,straight,4.455236559070694,21.700000000000003,17.244763440929308
22,1,straight,4.451857352651532,17.3,12.848142647348467
23,2,straight,4.450689803826526,21.700000000000003,17.249310196173475
24,2,straight,4.466257958119103,17.8,13.333742041880898
25,2,straight,4.4552473146530716,23.1,18.64475268534693
26,1,straight,4.495106940833626,25.6,21.104893059166375
27,1,straight,4.471034401537651,17.6,13.12896559846235
28,1,straight,4.493798789073985,23.1,18.606201210926017
29,1,straight,4.844869045932171,20.200000000000003,15.355130954067832
30,1,left,4.475947835914229,14.8,10.32405216408577
31,2,straight,4.480486638829445,14.8,10.319513361170555
32,2,straight,4.867930362378029,20.400000000000002,15.532069637621973
33,2,straight,4.4799030094886225,17.3,12.820096990511377
34,1,straight,4.493803574131934,19.5,15.006196425868065
35,2,straight,4.511093471079363,20.8,16.288906528920638
36,1,straight,4.588598953539049,16.5,11.911401046460952
37,2,straight,4.496127907945767,28.0,23.503872092054234
38,2,straight,4.48292643593571,35.2,30.717073564064293
39,1,straight,4.454508783581932,20.3,15.845491216418068
40,2,straight,4.471548616815028,42.900000000000006,38.42845138318498
41,1,left,4.488218062261278,21.700000000000003,17.211781937738724
42,1,straight,4.56493326622754,26.8,22.23506673377246
43,2,straight,4.573006940452343,14.8,10.226993059547658
44,1,left,4.3894247741692265,23.1,18.710575225830773
45,1,left,4.418012113770427,22.700000000000003,18.281987886229576
46,1,straight,4.4571721008362255,29.200000000000003,24.74282789916378
47,2,straight,4.552563951917708,22.400000000000002,17.847436048082294
48,1,straight,4.5450940666056034,34.4,29.854905933394395
49,2,straight,4.711485303152283,17.0,12.288514696847717
50,2,straight,4.6972394681633425,18.1,13.402760531836659
51,2,straight,4.636653105625246,28.0,23.363346894374754
52,1,left,4.395793036046916,17.8,13.404206963953085
53,2,straight,4.761488998958942,25.0,20.238511001041058
54,1,straight,4.724871222477765,39.900000000000006,35.17512877752224
55,2,straight,4.448863106701631,17.1,12.651136893298371
56,1,left,4.523644572407095,40.300000000000004,35.77635542759291
57,1,left,4.8701427807107835,15.3,10.429857219289218
58,2,straight,4.51109255700359,26.1,21.588907442996412
59,1,straight,4.458011353298841,22.900000000000002,18.441988646701162
60,1,left,4.41486624107995,43.2,38.785133758920054
61,2,straight,4.542572336778166,33.2,28.65742766322184
62,1,straight,4.465689529330601,49.300000000000004,44.8343104706694
63,2,straight,4.656402797758554,15.100000000000001,10.443597202241447
64,1,left,4.392823027478931,57.800000000000004,53.40717697252107
65,2,straight,4.54607687917299,18.400000000000002,13.853923120827012
66,1,straight,5.12636609694629,19.1,13.973633903053711
67,2,straight,4.537598914387161,25.700000000000003,21.162401085612842
68,2,straight,4.527754501037068,25.700000000000003,21.172245498962937
69,2,straight,4.454262544220589,22.5,18.04573745577941
70,1,left,4.648422009086073,16.0,11.351577990913928
71,1,left,4.6202391153219535,23.400000000000002,18.779760884678048
72,2,straight,4.503384270480106,33.300000000000004,28.7966157295199
73,2,straight,4.546075100087419,27.200000000000003,22.65392489991258
74,2,straight,4.489294565906455,40.7,36.21070543409355
75,2,straight,4.476998504359955,47.900000000000006,43.42300149564005
76,1,straight,4.455641394112471,58.300000000000004,53.844358605887535
77,1,left,4.412217852538612,24.8,20.387782147461387
78,2,straight,5.232597236130946,32.9,27.667402763869053
79,2,straight,4.64318191856975,15.100000000000001,10.456818081430251
80,2,straight,4.618303460074585,22.5,17.881696539925414
81,1,straight,5.344138181182078,18.1,12.755861818817923
82,1,straight,4.459316973181665,30.900000000000002,26.440683026818338
83,2,straight,4.445570463115798,26.900000000000002,22.454429536884206
84,1,left,5.394756446576152,19.6,14.205243553423848
85,2,straight,4.446483639232398,28.200000000000003,23.753516360767605
86,1,straight,4.508521317607255,51.2,46.69147868239275
87,2,straight,4.450880363624091,35.9,31.449119636375908
88,1,straight,4.943113985554698,34.800000000000004,29.85688601444531
89,1,left,4.961667789553332,40.400000000000006,35.438332210446674
90,1,straight,5.581315230526636,46.0,40.418684769473366
91,1,left,4.405576459165439,44.5,40.09442354083456
92,2,straight,4.499242831435422,36.5,32.000757168564576
93,1,straight,5.500343437519769,17.400000000000002,11.899656562480233
94,2,straight,4.48565168874719,43.800000000000004,39.314348311252814
95,2,straight,4.731087069987404,24.900000000000002,20.1689129300126
96,2,straight,5.351975261713953,32.2,26.84802473828605
97,2,straight,4.949815177408864,14.200000000000001,9.250184822591137
98,1,straight,4.674380374554186,53.2,48.52561962544581
99,2,straight,4.444254182870535,30.900000000000002,26.45574581712947
100,2,straight,4.544030049128896,38.5,33.95596995087111
101,1,straight,5.611328235633376,23.400000000000002,17.788671764366626
102,2,straight,4.913182388164447,21.700000000000003,16.786817611835556
103,2,straight,4.895259601410613,29.0,24.104740398589385
104,1,left,5.525524568760898,32.1,26.574475431239104
105,2,straight,4.459131307723232,25.900000000000002,21.44086869227677
106,2,straight,4.5825639765917074,45.7,41.117436023408295
107,2,straight,4.860221749428806,36.1,31.239778250571195
108,2,straight,4.447750206911852,34.9,30.452249793088146
109,2,straight,4.547143685005455,45.900000000000006,41.352856314994554
110,2,straight,4.444935000154263,42.5,38.05506499984574
111,2,straight,4.447315799099564,19.200000000000003,14.75268420090044
112,1,straight,5.990303960888848,14.3,8.309696039111152
113,2,straight,4.528731023703376,53.400000000000006,48.87126897629663
114,1,straight,4.4443964498463355,42.2,37.755603550153666
115,2,straight,5.301717222316373,49.5,44.19828277768363
116,2,straight,4.511966589888519,60.6,56.088033410111485
117,2,straight,4.444279659285937,26.400000000000002,21.955720340714066
118,2,straight,5.494027453724117,65.5,60.005972546275885
119,1,left,4.404331783470729,37.4,32.99566821652927
120,2,straight,5.757428636202421,71.5,65.74257136379758
121,2,straight,4.475708222988728,44.0,39.52429177701127
122,1,straight,4.7876715417565325,36.9,32.11232845824347
123,2,straight,6.730640762969724,78.9,72.16935923703028
124,1,straight,4.462638258291442,19.0,14.537361741708558
125,1,left,4.695182043429403,45.400000000000006,40.7048179565706
126,2,straight,4.445017696376658,34.1,29.654982303623342
127,2,straight,4.462997942363828,76.7,72.23700205763618
128,2,straight,6.819215554891889,78.9,72.08078444510812
129,2,straight,4.49760069168912,51.1,46.60239930831088
130,2,straight,5.630781883469492,31.1,25.46921811653051
131,1,left,4.393870102929897,27.900000000000002,23.506129897070103
132,1,straight,6.385088953128099,14.9,8.514911046871902
133,1,left,4.402419070771363,24.200000000000003,19.79758092922864
134,1,straight,6.356426073707879,22.200000000000003,15.843573926292123
135,2,straight,6.647886013226537,78.5,71.85211398677346
136,1,straight,6.327876919286622,29.8,23.47212308071338
137,1,left,4.679938276609126,52.800000000000004,48.120061723390876
138,2,straight,4.482514866038658,17.3,12.817485133961343
139,1,left,6.238351973433624,38.6,32.36164802656638
140,1,left,5.595447762599814,29.200000000000003,23.60455223740019
141,1,left,6.21003465338689,46.0,39.78996534661311
142,2,straight,5.76599239244813,21.8,16.03400760755187
143,1,left,5.545592011106593,36.5,30.954407988893408
144,1,straight,4.449505958552338,47.300000000000004,42.85049404144767
145,1,left,4.3836927939115595,56.0,51.61630720608844
146,1,left,4.742782971441083,42.6,37.85721702855892
147,2,straight,5.71477707955219,29.0,23.285222920447808
148,1,left,6.15375600961599,53.400000000000006,47.246243990384016
149,1,left,5.5209104095828865,43.900000000000006,38.37908959041712
150,1,straight,5.708914278782183,61.6,55.89108572121782
151,2,straight,5.460502021592712,54.6,49.13949797840729
152,1,straight,4.618462039142219,41.1,36.48153796085778
