configuration,"instruction type: [1, 1]",traffic const: 0.75,13500.0 cars / hour
car id,turn type,lane,optimal travel time,actual travel time,delay
0,1,left,5.939513576027977,13.8,7.860486423972024
1,1,left,5.811118923693018,19.900000000000002,14.088881076306984
2,1,straight,5.386563484720287,12.700000000000001,7.313436515279714
3,1,left,5.624480586643449,15.8,10.175519413356552
4,1,left,5.233276205983755,14.600000000000001,9.366723794016245
5,1,left,5.396831748235037,22.400000000000002,17.003168251764965
6,1,left,4.9707444445131825,14.100000000000001,9.129255555486818
7,1,straight,4.929518196961551,22.8,17.87048180303845
8,1,straight,5.07720412096985,26.6,21.522795879030152
9,1,straight,4.9997748724914945,18.5,13.500225127508505
10,1,straight,4.902144287258325,28.1,23.197855712741678
11,1,straight,4.9997748724914945,24.1,19.10022512750851
12,1,straight,4.9294724172968545,16.1,11.170527582703148
13,1,straight,5.262224682443304,27.200000000000003,21.9377753175567
14,1,straight,5.142674205539355,29.8,24.657325794460647
15,1,straight,4.891363422347452,20.700000000000003,15.80863657765255
16,1,left,5.144903679243395,32.0,26.855096320756605
17,1,left,5.14488592619862,29.900000000000002,24.75511407380138
18,1,straight,4.817012959503923,26.6,21.782987040496078
19,1,straight,5.328354854436782,36.1,30.77164514556322
20,1,straight,5.280666386290391,34.2,28.91933361370961
21,1,left,5.384492918268242,41.300000000000004,35.91550708173176
22,1,straight,5.080198591243222,46.800000000000004,41.71980140875678
23,1,left,4.97355282302358,26.400000000000002,21.426447176976424
24,1,straight,5.0227749259655985,32.5,27.4772250740344
25,1,left,5.080141320039415,54.300000000000004,49.21985867996059
26,1,straight,4.9627097786026635,37.800000000000004,32.83729022139734
27,1,left,5.269799029488983,34.7,29.43020097051102
28,1,left,5.107244543771758,61.1,55.992755456228245
29,1,left,4.91661920323512,67.9,62.983380796764884
30,1,straight,4.868769648776028,39.400000000000006,34.531230351223975
31,1,left,4.773542780115665,44.900000000000006,40.126457219884344
32,1,straight,5.423057604214946,74.4,68.97694239578506
33,1,straight,4.999762173723926,49.2,44.20023782627608
34,1,left,7.027425487386001,75.9,68.87257451261401
35,1,left,7.0179160231354905,75.60000000000001,68.58208397686452
36,1,straight,4.882181013873763,38.5,33.61781898612624
37,1,straight,6.8772207094378395,75.10000000000001,68.22277929056217
38,1,straight,5.142790608436196,46.900000000000006,41.75720939156381
39,1,straight,4.773947219022023,12.200000000000001,7.426052780977978
40,1,left,4.759796395230068,19.5,14.740203604769931
41,1,straight,5.142955078395017,53.6,48.45704492160498
42,1,straight,5.059890388815771,21.400000000000002,16.340109611184232
43,1,straight,4.9588745888200885,45.5,40.54112541117991
44,1,straight,5.049624255949426,52.400000000000006,47.35037574405058
45,1,straight,4.841784027343261,58.6,53.75821597265674
46,1,left,5.12909982765934,59.6,54.47090017234066
47,1,left,5.140966731820921,28.700000000000003,23.559033268179082
48,1,straight,7.128404422768198,75.10000000000001,67.97159557723181
49,1,straight,4.77011088908249,33.300000000000004,28.529889110917516
50,1,straight,4.891921130895637,65.4,60.50807886910437
51,1,straight,5.276785273608956,65.8,60.52321472639104
52,1,left,7.176395928883519,76.10000000000001,68.92360407111649
53,1,straight,5.452275662103081,72.4,66.94772433789693
54,1,left,5.472931998504349,69.4,63.927068001495655
55,1,left,7.1550323785637575,75.9,68.74496762143625
56,1,straight,4.888651781770727,75.7,70.81134821822927
57,1,left,4.781556497181742,40.800000000000004,36.018443502818265
58,1,straight,7.499990277313543,76.3,68.80000972268645
59,1,left,5.114757045758095,73.3,68.1852429542419
60,1,left,7.120007141729643,75.9,68.77999285827036
61,1,straight,7.087845259932794,75.7,68.61215474006721
62,1,straight,7.0141211448515275,75.5,68.48587885514847
63,1,straight,7.020023865593821,75.5,68.47997613440617
64,1,straight,7.253143274272704,75.60000000000001,68.3468567257273
65,1,straight,6.918221408635538,75.3,68.38177859136447
66,1,straight,4.86873275791822,46.900000000000006,42.03126724208178
67,1,left,4.89679592109644,54.6,49.70320407890356
68,1,straight,4.831626205109368,58.7,53.86837379489064
69,1,straight,7.369110682244041,75.5,68.13088931775596
70,1,straight,6.93447844073711,74.8,67.86552155926289
71,1,left,7.404466318590994,76.4,68.99553368140901
72,1,straight,4.955832863036059,62.1,57.144167136963944
73,1,left,4.990975378955353,59.7,54.70902462104465
74,1,left,7.254685953289605,76.0,68.74531404671039
75,1,straight,7.324103058160557,75.7,68.37589694183944
76,1,straight,7.662272024776064,76.3,68.63772797522394
77,1,left,7.588197504237638,76.3,68.71180249576236
78,1,left,7.37831727383676,76.10000000000001,68.72168272616325
79,1,left,7.482260622146871,76.60000000000001,69.11773937785314
80,1,left,7.412523563029697,76.5,69.0874764369703
81,1,straight,5.8611076986832575,68.2,62.33889230131675
82,1,straight,7.327894764119505,75.60000000000001,68.2721052358805
83,1,straight,5.902263860468419,74.8,68.89773613953157
